date,predicted_price
2026-01-11,0.7088372522619243
2026-01-12,0.5907967058551188
2026-01-13,0.6231744029339652
2026-01-14,0.5185199092725541
2026-01-15,0.40319833686728657
2026-01-16,0.37142375859615084
2026-01-17,0.427192232815406
